text,daya_tarik,amenitas,aksesibilitas,citra,harga,sdm
"Tempat yg fresh buat healing bareng tmen, kotak sampah relatif terbatas. Kebersihan lumayan terjaga, banyak satwa juga",positif,negatif,none,positif,none,none
Tempat yg Indah ditengah kota,none,none,none,positif,none,none
"Tempat yg indah,hanya sayang seperti kurang terurus, banyak belukar nya",none,none,none,netral,none,none
Tempat yg masih kelihatan sejuk di tengah kota yg bercuaca sangat panas,none,none,none,positif,none,none
Tempat yg menyenangkan n menyejukkan hati,none,none,none,positif,none,none
Tempat yg nyaman,none,none,none,positif,none,none
Tempat yg nyaman untuk isyirahat,none,none,none,positif,none,none
"Tempat yg nyaman untuk piknik keluarga,makan bersama namun hati2 ya bnyk monyet2 liar yg nakal2 jaga smua barang bawaan anda,klo anda lengah anda takkan mampu mengejarnya,asri,sejuk,ada toilet sederhana,parkir luas dan ada biaya masuk",netral,positif,none,positif,netral,none
tempat yg recomended utk berlibur bersama keluarga 😍😍😍 …,none,none,none,positif,none,none
Tempat yg sangat bagus buat rekreasi alam bersama keluarga maupun untuk acara kantor,none,none,none,positif,none,none
tempat yg sangat bagus untuk kawasan ditengah kota,none,none,none,positif,none,none
tempat yg sangat menyenangkan untuk berlibur bersama keluarga.,none,none,none,positif,none,none
"Tempat yg sejuk ,bisa swaphoto atau fraweeding,arisan alami,piknik keluarga besar.....asyik pokoknya",none,none,none,positif,none,none
"Tempat yg sering dikunjungi oleh keluarga diakhir pekan, Ajak keluarga kesini tempatnya nyaman buat berekreasi",none,none,none,positif,none,none
Tempat yggua tunggusekarang ini hasil gua bernyanyi dan tak ada juga yg mem bantu memang gua tidak mau dibantuh karna gua ingin Menik matinya selama napas Masi ada ini rumah hasiljeri Papaya gua sendiri gua kumpul uang dari th 19 89 maap selain ruma tanah jugz ada tapi tanah gua jau semenjak suwami gua mening gal eh rupanya dia ada sang kutan sama orang gua bayar dengan surat tanah saya yg penting gua tenang Masi ada tana gua yg lain sekitar 5 kapling saya Masi punya lahan parkir tiga lokasi ini udah cukup buat hari hari gua itulah cerita gua hidup selalu berkelana mencari sesuap nasi ini la ayupranata tak 71 tak ada ayupranta yg lain selain gua siapa yg nyamar nama gua betul 2x tak sudih gua sumpain orang nya tak mau mamah saya di gandah kan trimakasi bapak ibuk yg mengelolah hp ini mohon ampun pabilah gua punya salah as mualai kum,none,none,none,none,none,none
Tempatnya adem....banysk pohon..asyik untuk istirahat dan rileks,positif,none,none,positif,none,none
Tempatnya asik,none,none,none,positif,none,none
Tempatnya asik untuk wisata keluarga atau outbond event.Banyak wahana permainan.Hati-hati dengan koloni monyet yang memang tinggal disana,netral,none,none,positif,none,none
"tempatnya asik, menyenangkan, cocok buat acara keluarga, bisa jg untuk berbagai macam acara, outbond dan yg paling penting, udaranya bersih.",positif,none,none,positif,none,none
"Tempatnya asri dan masih hijau karena memang hutan lindungan yang ada di tengah-tengah kota Palembang. Kawasannya juga luas, rekomendasi deh buat yang mau piknik. Tapi hati-hati yang bawa makanan karena banyak monyet yang minta hhe",netral,none,none,positif,none,none
Tempatnya asri dan nyaman cocok untuk liburan keluarga..,none,none,none,positif,none,none
"tempatnya asri, adem, cuma agak sepi pengunjung padahal tempatnya enak buat wisata",none,none,none,positif,none,none
Tempatnya asri..cocok untuk rekreasi keluarga Tetapi agak bermasalah dengan toilet yg terbatas,none,negatif,none,netral,none,none
Tempatnya bagus,none,none,none,positif,none,none
Tempatnya bagus buat hunting foto,none,none,none,positif,none,none
Tempatnya bagus cuma fasilitasnya kurang memuaskan dan terlalu byk bayar tiket,none,negatif,none,netral,negatif,none
Tempatnya bagus dan sejuk... Sangat nyaman sekali..,none,none,none,positif,none,none
Tempatnya bagus sayang koleksi binatangnya banyak yg kurang di ganti dengan patung,negatif,none,none,netral,none,none
Tempatnya Bagus sejuk Indah pas buat rekreasi bersama keluarga dan pasangan,none,none,none,positif,none,none
"Tempatnya bagus sekali,cocok untuk kita yang ingin mendekatkan diri dengan alam !",none,none,none,positif,none,none
"Tempatnya bagus untuk wisata keluarga, jangan lupa bawa lotion anti nyamuk 😅 …",none,none,none,positif,none,none
Tempatnya bagus utk rekreasi.,none,none,none,positif,none,none
"Tempatnya bagus, estetik gitu utk fto2, apalagi di bagian jembatan sama replika icon2 di dunia. Disini jg terima fto prewed. Trs ada wahana air utk anak kecil juga. Tapi ya.. sayangnya, hewan disini yg ada cuma beberapa jenis burung, serangga, & monyet aja. Gak kayak dulu yg punya banyak banget hewan",netral,none,none,positif,none,none
"Tempatnya bagus, hanya saya hewannya kurang lengkap dan plang deskripsi hewan disini tidak ada.",negatif,none,none,netral,none,none
"Tempatnya bagus, namun untuk sampah berceceran. Terima kasih.",none,none,none,netral,none,none
"Tempatnya bagus, sejuk, banyak spot foto. Lokasi strategis hutan di tengah kota",positif,none,none,positif,none,none
"tempatnya bagus, terlebih jika dirawat kebersihan dan keasrian lingkungannya.",none,none,none,netral,none,none
"Tempatnya bagus, tp kurang terawat dan koleksi binatangnya masih sangat minim, perlu ditambah banyak lagi koleksi bimatangnya.",negatif,none,none,netral,none,none
"Tempatnya bagus,,syuka bangetts",none,none,none,positif,none,none
"Tempatnya bagus,bersih dan bisa menambah pengetahuan",none,none,none,positif,none,none
Tempatnya bagus. Suasana yang alami banget. Ada pohon pohon pinus yg tersusun rapi. Udaranya bersih. Bebas polusi. Sudah banyak perbaikan disana sini. Tersedia kolam permainan ada perahu dan jembatan gantung. Tp harus hati-hati dengan monyet liarnya y.,positif,none,none,positif,none,none
Tempatnya bersih,none,none,none,positif,none,none
"Tempatnya bersih , nyaman untuk refresh with family Tapi harus bawa makanan/minuman , karena di dalam gak banyak varian snack",none,netral,none,positif,none,none
"Tempatnya bersih, nyaman untuk menghirup udara segar. Banyak monyet liar nakal nakal soalnya makanan snack kami banyak dicuri oleh monyet dengan santainya dia ambil makanan dan pergi seperti tanpa dosa, tp lumayan lah terhibur...",negatif,none,none,netral,none,none
"Tempatnya besar dan mudah diakses dari pusat kota. Tapi pemeliharaannya dilakukan dengan buruk. Tamannya dalam kondisi buruk dan nyamuknya gila. Ini tempat yang bagus untuk menghabiskan waktu bersama keluarga tetapi menurut saya Anda tidak akan bisa menghabiskan lebih dari 1 hingga 1,5 jam di sana. Semoga pemerintah bisa lebih memperhatikan taman ini.",none,none,positif,negatif,none,none
"Tempatnya cukup oke, namun sayang dari waktu ke waktu, beberapa wahana tampak kurang terawat. Selama pandemi pun tampak sepi pengunjung. Namun baiknya, pemelihara tempat ini melakukan perbaikan di saat yang sedang lengang seperti masa-masa ini untuk mengecat ulang beberapa titik. Karena sepi pengunjung dan tidak banyak penjual makanan yang berdagang seperti biasanya, juga fasilitas di beberapa zona yang tampak usang, tempat yang asri dan bagus ini menjadi terkesan suram dan membuat energi di sana menjadi kurang mengenakkan. Ada kemajuan sih dibanding terakhir kali berkunjung ke sini, tapi ada kemunduran juga jika dibandingkan dengan kondisi saat ramai dulu.",negatif,negatif,none,negatif,none,none
"Tempatnya dekat tapi tidak terlalu jauh, masih sejuk berasa hutan pinus, tiket masuknya 12k untuk dewasa, 5k untuk anak-anak, di semua kendaraan kalau mau masuk bayarnya 10k per orang, tapi lumayanlah untuk yang satu liburan alam",positif,none,netral,positif,netral,none
"tempatnya enak asri, teduh, tapi kurang nyaman karena banyak sekali monyet liar berkeliaran yang mengganggu kenyamanan para pengunjung. mereka mendekat, dan mengambil makanan para pengunjung.",negatif,none,none,netral,none,none
Tempatnya enak banget. Sejuk berasa dibandung😍 good place pokoknya 😘 …,none,none,none,positif,none,none
"Tempatnya enak sejuk, tapi banyak wahana yg kurang terawat dan banyak yang rusak. Semoga kedeoan diperbaiki pagi",negatif,none,none,netral,none,none
TempatnyA gak seindah dulu,none,none,none,negatif,none,none
"Tempatnya indah, sejuk dan asri Cocok untuk tempat wisata",none,none,none,positif,none,none
Tempatnya jelek,none,none,none,negatif,none,none
Tempatnya keren,none,none,none,positif,none,none
"Tempatnya keren, banyak spot foto menarik dan asyik untuk ajak keluarga piknik, rekomen banget 👍👍👍 …",positif,none,none,positif,none,none
Tempatnya keren. Sebuah oase untuk rekreasi,none,none,none,positif,none,none
"Tempatnya kotor, biaya mahal, hewan2 udah ga ada, pelayanan jelek, pokoknya kecewa banget padahal kesana udah berapa kali tapi ga ada perubahan",negatif,negatif,none,negatif,negatif,none
"Tempatnya kurang terawat, toilet ya Jauh2. Tempat buat makan cuma satu itupun yg dijual minimalis banget",none,negatif,negatif,negatif,none,none
Tempatnya kurang terawat. Banyak anjing besar liar disana..,none,none,none,negatif,none,none
Tempatnya kurang terawat. Isinya juga gk terlalu menarik. Biaya yg dikutip sm petugas bnyak.,negatif,none,none,negatif,none,negatif
"Tempatnya luas ,ada di tengah kota, cocok untuk berwisata bersama keluarga, banyak wahana bermainnya",positif,none,none,positif,none,none
"Tempatnya lumayan bersih dan terawat, udah ada beberapa permainan. Sayangnya banyak monyet di sana jadi harus hati2 aja suka rebut makanan.",netral,none,none,netral,none,none
Tempatnya lumayan enak untuk piknik bersama keluarga. Tapi agak disayangkan karena untuk beberapa tempat kurang terawat. Tempat burung-burung dan hewan kondisinya miris sekali. …,negatif,none,none,netral,none,none
"Tempatnya lumayan kalo tujuannya buat foto-foto. Tiket masuknya 30ribu untuk dua orang udah termasuk biaya parkir motor. Paling suka bagian ngasih makan monyet. They are so freaking cute!. Oiya di sini ada rumah Hobbit, miniatur tempat terkenal dunia. Kalo mau masuk ke tempat2 itu harus bayar 10rb/tempat. Ada flying fox juga.",positif,none,none,positif,netral,none
Tempatnya memiliki suasana layaknya alam namun banyak sampah berceceran semoga pihak taman dapat merevitalisasi taman ini agar lebih menarik pengunjung,negatif,none,none,negatif,none,none
"Tempatnya menyenangkan buat nyantai2 bersama keluarga, lingkunganya asri, banyak spot foto & bisa liat monyet berkeliaran bebas tanpa kandang, ingat y monyet liar",positif,none,none,positif,none,none
Tempatnya nyamab buat klean yang mumet dengan hiruk pikuk kota,none,none,none,positif,none,none
Tempatnya nyaman buat rekreasi dan perjalanan bersama keluarga,none,none,none,positif,none,none
Tempatnya nyaman dan sejuk cocok untuk ketenangan,none,none,none,positif,none,none
Tempatnya nyaman makananya enakk...jadi tmpt favorit keluarga,none,positif,none,positif,none,none
tempatnya nyaman untuk wisata dan lebih di tingkatkan lagi,none,none,none,positif,none,none
"Tempatnya nyaman, cocok u wisata bersama keluarga",none,none,none,positif,none,none
"Tempatnya nyaman, hanya tidak terlalu luas",none,none,none,positif,none,none
Tempatnya oke.. cuma kurang penataan aja.. susah buat nyari jualan makanan disana.. dan kotor tempatnya.. bisa ditingkatin bagian pengelolaan kebersihannya,none,negatif,none,negatif,none,none
Tempatnya rusak seperti tidak pernah dirawat.,none,none,none,negatif,none,none
Tempatnya sangat asri,none,none,none,positif,none,none
Tempatnya sangat sejuk dan udaranya segar,none,none,none,positif,none,none
Tempatnya sangat strategis tidak jauh dari pusat kota. Bisa sebagai paru paru kota karena alamnya dipenuhi pepohonan. Dalam komplek wisata inipun berbagai wahana bermain dan rekreasi. Ramai dikungjungi pada liburan lebaran dan tahun baru. Hanya saja Perlu ditata lagi untuk jalur parkirnya dan perlu dibuat khusus tempat parkir sepanjang jalur jalan di sepanjang dalam komplek wisata.,positif,netral,positif,positif,none,none
Tempatnya santai udaranya segar pas klu tuk liburan.,none,none,none,positif,none,none
Tempatnya sejuk dan bebas polusi,none,none,none,positif,none,none
Tempatnya sejuk dan udaranya segar,none,none,none,positif,none,none
"Tempatnya sejuk enak buat jalan-jalan bareng keluarga, tapi tempat kurang terawat banyak sampah dimana-mana. Mungkin nanti bisa lebih dirawat agar lebih nyaman mengingat harga tiket per tanggal 20 juni 2018 Rp.12.500/orang atau Rp.30rb/2 org termasuk motor, sudah cukup mahal",none,none,none,netral,negatif,none
Tempatnya sejuk tapi kurang terawat,none,none,none,netral,none,none
"Tempatnya sejuk, akomodasinya terjangkau.. Kolam renang mohon lebih bersih lagi..",negatif,none,none,netral,positif,none
"Tempatnya sejuk, damai dn asri",none,none,none,positif,none,none
Tempatnya sekarang bagus...ada tempat miniatur bangunan terkenal dri beberapa belahan dunia...dan lokasinya mudah dijangkau,positif,none,positif,positif,none,none
Tempatnya seperti kurang diurus,none,none,none,negatif,none,none
Tempatnya subur dan sejuk.,none,none,none,positif,none,none
"Tempatnya sudah banyak perbaikan, tapi sayang tidak ada tempat makan jadi kita harus bawa makanan sendiri ato cari tempat makan di luar klo ingin makan siang",none,negatif,none,netral,none,none
"Tempatnya teduh dan nyaman tapi Perlu diperhatikan secara khusus lagi, supaya bisa lebih nyaman lagi, diperbanyak lagi wahananya supaya dapat menjadi tempat yang nyaman untuk berekreasi dengan keluarga☺️☺️",negatif,none,none,netral,none,none
"Tempatnya udah lumayan bgus skrg, byk spot buat berselfie or wefie. Biasa digunain org buat PW gtu. Untuk segi mknan mending bawa or beli dr luar deh, cz yg dijual dsna rasanya krg enak gtu.",positif,negatif,none,netral,none,none
"Tempatnya yang menyegarkan.. dengan beberapa ""tetapi""...",none,none,none,positif,none,none
tempt yang nyaman dang menyenangkan. dapat juga untuk sekalian kamping.,none,none,none,positif,none,none
Tenang dan nyaman,none,none,none,positif,none,none
Tenanggg,none,none,none,positif,none,none
Tepat waktu dan pelayanan baik serta ada ruang istirahat selama menunggu mobil dan perlu diperhatikan manajemen akan tersedianya menuman hangat dan snack pd jam-jam siang,none,positif,none,positif,none,none
Tepatnya ramai sejuk ada juga wisata kebun binatang,positif,none,none,positif,none,none
"Terakhir berkunjung ke sini pas saat nikahan temen yang diadakan di dalam taman punti kayu. Sebenarnya, bila dikelola lebih baik, akan menjadi ikon terfavorit keluarga di Palembang. Suasana di dalam taman menyenangkan dan sejuk. Bisa menjadi paru paru kota Palembang yang semakin panas.",none,none,none,positif,none,none
terbaik,none,none,none,positif,none,none
Terbaik dengan keindahan alam yg asri,none,none,none,positif,none,none
Terbengkalai,none,none,none,negatif,none,none
Terima kasih,none,none,none,none,none,none
Terimakasih,none,none,none,none,none,none
